id,person_id,risk_score,risk_level,risk_factors,total_monetary_amount,average_case_value,financial_risk_level,primary_subject_matter,subject_matter_categories,legal_issues,financial_terms,case_complexity_score,success_rate,last_updated,created_at
2457,43149,61,High,"['commercial', 'property', 'land', 'boundary', 'ownership', 'criminal', 'fraud', 'family']",743933.00,854.11,High,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Employment', 'Fraud', 'Commercial', 'Constitutional', 'Administrative']","['property dispute', 'fraud']","['loss', 'damages', 'fine', 'settlement']",10,100.00,2025-09-15 08:57:49+00:00,2025-09-15 08:57:49+00:00
2458,43150,6,Low,"['family', 'land']",67950.00,373.35,Medium,Property Dispute,"['Property Dispute', 'Employment', 'Constitutional']",['human rights'],['fine'],7,100.00,2025-09-15 08:57:49+00:00,2025-09-15 08:57:49+00:00
2459,43151,39,Medium,"['fraud', 'theft', 'contract', 'property', 'land']",40371.00,141.16,Medium,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Criminal', 'Commercial', 'Employment', 'Tort', 'Constitutional', 'Administrative']","['defamation', 'fraud']","['loss', 'payment', 'damages', 'fine', 'settlement']",5,100.00,2025-09-15 08:57:49+00:00,2025-09-15 08:57:49+00:00
2460,43152,3,Low,['contract'],1222.00,71.88,Low,Contract Dispute,['Contract Dispute'],[],['settlement'],5,0.00,2025-09-15 08:57:49+00:00,2025-09-15 08:57:49+00:00
2461,43156,0,Low,[],2718.00,59.09,Low,Property Dispute,"['Property Dispute', 'Fraud', 'Employment']",[],[],2,100.00,2025-09-15 08:57:50+00:00,2025-09-15 08:57:50+00:00
2462,43159,16,Low,"['property', 'land']",17178.00,67.10,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute']",['property dispute'],"['damages', 'settlement']",10,100.00,2025-09-15 08:57:50+00:00,2025-09-15 08:57:50+00:00
2463,43160,109,High,"['criminal', 'fraud', 'murder', 'robbery', 'drug', 'manslaughter', 'breach', 'business', 'custody', 'domestic', 'property', 'land', 'contract', 'family']",624605.00,300.15,High,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Criminal', 'Commercial', 'Employment', 'Constitutional', 'Administrative', 'Family Law']","['discrimination', 'human rights', 'constitutional rights', 'fraud']","['loss', 'payment', 'profit', 'loan', 'fine', 'settlement']",10,100.00,2025-09-15 08:57:50+00:00,2025-09-15 08:57:50+00:00
2464,43161,32,Medium,"['criminal', 'breach', 'business', 'property', 'real estate', 'ownership']",17560.00,60.55,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Employment', 'Administrative']",['property dispute'],[],10,50.00,2025-09-15 08:57:51+00:00,2025-09-15 08:57:51+00:00
2465,43163,27,Medium,"['land', 'boundary', 'ownership', 'breach']",153024.00,78.47,High,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial', 'Constitutional', 'Administrative', 'Employment']",['human rights'],"['damages', 'payment', 'investment', 'fine', 'compensation', 'settlement']",10,100.00,2025-09-15 08:57:51+00:00,2025-09-15 08:57:51+00:00
2466,43165,22,Medium,"['fraud', 'property']",12602.00,180.03,Medium,Property Dispute,"['Property Dispute', 'Fraud', 'Employment', 'Administrative']",['fraud'],['settlement'],5,100.00,2025-09-15 08:57:51+00:00,2025-09-15 08:57:51+00:00
2467,43168,18,Low,"['family', 'property', 'land', 'boundary', 'ownership']",4581.00,83.29,Low,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Employment', 'Constitutional']",['property dispute'],"['profit', 'damages', 'fine', 'settlement']",5,100.00,2025-09-15 08:57:51+00:00,2025-09-15 08:57:51+00:00
2468,43169,78,High,"['fraud', 'family', 'property', 'land', 'boundary', 'ownership', 'breach', 'business']",172740.62,161.89,High,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial', 'Employment', 'Constitutional', 'Administrative']",['fraud'],"['investment', 'damages', 'fine']",10,100.00,2025-09-15 08:57:52+00:00,2025-09-15 08:57:52+00:00
2469,43170,39,Medium,"['fraud', 'contract', 'family', 'property', 'land', 'boundary', 'ownership']",70584.77,212.60,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial', 'Employment', 'Administrative']",['fraud'],"['profit', 'payment', 'damages']",7,100.00,2025-09-15 08:57:52+00:00,2025-09-15 08:57:52+00:00
2470,43171,3,Low,['contract'],243495.48,5662.69,High,Contract Dispute,"['Contract Dispute', 'Commercial', 'Employment', 'Administrative']",[],"['debt', 'payment']",2,0.00,2025-09-15 08:57:52+00:00,2025-09-15 08:57:52+00:00
2471,43172,54,High,"['criminal', 'assault', 'robbery', 'contract', 'breach', 'business', 'domestic', 'land']",24486.20,71.60,Medium,Constitutional,"['Criminal', 'Constitutional', 'Contract Dispute', 'Property Dispute', 'Commercial', 'Employment', 'Administrative']","['discrimination', 'human rights']","['loss', 'damages', 'fine', 'settlement']",10,100.00,2025-09-15 08:57:52+00:00,2025-09-15 08:57:52+00:00
2472,43173,28,Medium,"['fraud', 'family', 'property', 'land']",25543.93,156.71,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Employment']",['fraud'],['damages'],2,100.00,2025-09-15 08:57:52+00:00,2025-09-15 08:57:52+00:00
2473,43174,64,High,"['fraud', 'family', 'property', 'land', 'ownership']",25706.52,110.80,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial', 'Tort']","['property dispute', 'negligence', 'fraud']","['investment', 'damages']",10,100.00,2025-09-15 08:57:52+00:00,2025-09-15 08:57:52+00:00
2474,43176,17,Low,"['business', 'divorce', 'custody', 'alimony', 'property', 'land']",108508.00,1339.60,High,Property Dispute,"['Property Dispute', 'Family Law', 'Commercial', 'Employment', 'Constitutional']",[],['settlement'],6,100.00,2025-09-15 08:57:53+00:00,2025-09-15 08:57:53+00:00
2475,43177,27,Medium,"['fraud', 'contract', 'breach', 'commercial']",22708.00,102.29,Medium,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial', 'Employment', 'Tort', 'Constitutional', 'Administrative']","['negligence', 'breach of contract', 'fraud', 'wrongful dismissal']","['loss', 'payment', 'damages', 'loan', 'debt', 'penalty', 'compensation']",7,100.00,2025-09-15 08:57:53+00:00,2025-09-15 08:57:53+00:00
2476,43179,3,Low,['breach'],2367.00,34.30,Low,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Administrative']",[],['debt'],5,0.00,2025-09-15 08:57:53+00:00,2025-09-15 08:57:53+00:00
2477,43180,16,Low,"['property', 'land', 'boundary', 'ownership']",418204.32,3605.21,High,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Family Law', 'Commercial', 'Employment', 'Constitutional']","['human rights', 'property dispute']","['debt', 'damages', 'fine']",9,100.00,2025-09-15 08:57:53+00:00,2025-09-15 08:57:53+00:00
2478,43182,50,High,"['criminal', 'fraud', 'contract', 'breach', 'business', 'commercial', 'family', 'property', 'land']",33105.00,92.99,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial', 'Employment', 'Administrative']",['fraud'],"['investment', 'profit', 'payment', 'fine']",7,100.00,2025-09-15 08:57:53+00:00,2025-09-15 08:57:53+00:00
2479,43184,12,Low,"['contract', 'breach', 'business', 'commercial']",40169.00,156.30,Medium,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Employment', 'Administrative']",[],"['refund', 'penalty', 'payment']",7,0.00,2025-09-15 08:57:54+00:00,2025-09-15 08:57:54+00:00
2480,43185,11,Low,"['contract', 'breach', 'business', 'custody']",254063.36,1427.32,High,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial']",['breach of contract'],"['payment', 'damages']",4,100.00,2025-09-15 08:57:54+00:00,2025-09-15 08:57:54+00:00
2481,43186,24,Medium,"['business', 'commercial', 'domestic', 'property']",30336.00,83.11,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Employment', 'Administrative']",[],"['profit', 'payment', 'fine']",10,100.00,2025-09-15 08:57:54+00:00,2025-09-15 08:57:54+00:00
2482,43188,26,Medium,"['criminal', 'property', 'land', 'real estate', 'ownership']",69337.55,175.98,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Employment', 'Administrative']",[],"['investment', 'damages', 'fine']",5,100.00,2025-09-15 08:57:54+00:00,2025-09-15 08:57:54+00:00
2483,43190,49,Medium,"['fraud', 'contract', 'breach', 'business', 'commercial', 'partnership', 'custody', 'family', 'property', 'land', 'ownership']",446562.00,541.94,High,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial', 'Employment', 'Constitutional', 'Administrative']",['fraud'],"['loss', 'damages', 'payment', 'mortgage', 'restitution', 'investment', 'profit', 'loan', 'fine', 'debt', 'penalty', 'compensation', 'settlement']",7,100.00,2025-09-15 08:57:54+00:00,2025-09-15 08:57:54+00:00
2484,43191,13,Low,"['contract', 'breach', 'business', 'property']",454276.00,6489.66,High,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial']",['breach of contract'],"['loss', 'payment', 'damages', 'debt', 'settlement']",8,100.00,2025-09-15 08:57:55+00:00,2025-09-15 08:57:55+00:00
2485,43192,44,Medium,"['criminal', 'drug', 'custody']",19667.20,97.36,Medium,Property Dispute,"['Property Dispute', 'Administrative']",[],[],10,0.00,2025-09-15 08:57:55+00:00,2025-09-15 08:57:55+00:00
2486,43193,52,High,"['assault', 'land', 'contract', 'breach']",43555.00,94.89,Medium,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Family Law', 'Criminal', 'Employment', 'Constitutional', 'Administrative', 'Commercial']",[],"['refund', 'payment', 'fine', 'settlement']",10,100.00,2025-09-15 08:57:55+00:00,2025-09-15 08:57:55+00:00
2487,43194,35,Medium,"['fraud', 'contract', 'breach', 'commercial', 'property', 'land']",102318.00,354.04,High,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial', 'Employment']",['fraud'],"['refund', 'loss', 'payment', 'damages', 'mortgage', 'loan', 'debt']",5,100.00,2025-09-15 08:57:55+00:00,2025-09-15 08:57:55+00:00
2488,43196,0,Low,[],24662.00,94.13,Medium,Employment,"['Property Dispute', 'Employment', 'Administrative']",[],[],10,100.00,2025-09-15 08:57:55+00:00,2025-09-15 08:57:55+00:00
2489,43198,20,Medium,"['contract', 'breach', 'family', 'land', 'boundary', 'ownership']",671903.00,3110.66,High,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Employment', 'Administrative']",[],"['loss', 'payment', 'damages', 'fine']",5,100.00,2025-09-15 08:57:56+00:00,2025-09-15 08:57:56+00:00
2490,43199,10,Low,"['family', 'property', 'land']",64145.25,1069.09,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Employment', 'Administrative']",[],['damages'],4,100.00,2025-09-15 08:57:56+00:00,2025-09-15 08:57:56+00:00
2491,43200,19,Low,"['drug', 'contract', 'family', 'ownership']",2327.00,31.88,Low,Contract Dispute,"['Contract Dispute', 'Property Dispute']",[],"['payment', 'damages']",7,0.00,2025-09-15 08:57:56+00:00,2025-09-15 08:57:56+00:00
2492,43204,0,Low,[],1531.00,80.58,Low,Property Dispute,"['Property Dispute', 'Employment']",[],[],5,0.00,2025-09-15 08:57:56+00:00,2025-09-15 08:57:56+00:00
2493,43205,18,Low,['fraud'],38618.00,788.12,Medium,Fraud,"['Fraud', 'Constitutional']",['fraud'],"['compensation', 'fine']",9,0.00,2025-09-15 08:57:56+00:00,2025-09-15 08:57:56+00:00
2494,43206,10,Low,"['family', 'property', 'ownership']",7815.00,65.67,Low,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Employment', 'Constitutional', 'Administrative']",[],[],7,100.00,2025-09-15 08:57:57+00:00,2025-09-15 08:57:57+00:00
2495,43207,12,Low,"['divorce', 'family', 'property', 'land']",156173.00,1432.78,High,Property Dispute,"['Property Dispute', 'Family Law', 'Commercial']",['property dispute'],[],2,100.00,2025-09-15 08:57:57+00:00,2025-09-15 08:57:57+00:00
2496,43208,20,Medium,"['embezzlement', 'contract', 'business', 'family', 'land']",62963.00,414.23,Medium,Commercial,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial', 'Employment', 'Tort', 'Administrative']",['defamation'],"['loss', 'payment', 'damages', 'fine']",10,100.00,2025-09-15 08:57:57+00:00,2025-09-15 08:57:57+00:00
2497,43209,95,High,"['criminal', 'fraud', 'murder', 'assault', 'robbery', 'manslaughter', 'custody', 'property', 'land']",17744.10,48.48,Medium,Criminal,"['Property Dispute', 'Fraud', 'Criminal', 'Commercial', 'Constitutional']",['fraud'],[],9,100.00,2025-09-15 08:57:57+00:00,2025-09-15 08:57:57+00:00
2498,43211,3,Low,['contract'],3938.00,70.32,Low,Contract Dispute,['Contract Dispute'],[],[],2,100.00,2025-09-15 08:57:57+00:00,2025-09-15 08:57:57+00:00
2499,43214,24,Medium,"['criminal', 'contract', 'breach', 'property', 'land']",760385.00,916.13,High,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Employment', 'Constitutional', 'Administrative']",['breach of contract'],"['payment', 'damages', 'fine']",9,100.00,2025-09-15 08:57:58+00:00,2025-09-15 08:57:58+00:00
2500,43215,44,Medium,"['fraud', 'property']",7052.00,52.63,Low,Property Dispute,"['Property Dispute', 'Fraud', 'Commercial', 'Administrative']","['property dispute', 'fraud']","['debt', 'payment']",10,100.00,2025-09-15 08:57:58+00:00,2025-09-15 08:57:58+00:00
2501,43216,52,High,"['criminal', 'fraud', 'contract', 'business', 'family', 'property', 'land', 'real estate', 'ownership']",159455.64,219.03,High,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial', 'Administrative']",['fraud'],"['refund', 'loss', 'damages']",5,100.00,2025-09-15 08:57:58+00:00,2025-09-15 08:57:58+00:00
2502,43217,97,High,"['criminal', 'theft', 'contract', 'breach', 'family', 'property', 'land', 'domestic']",104037.87,123.71,High,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Criminal', 'Commercial', 'Employment', 'Constitutional', 'Administrative']","['harassment', 'breach of contract', 'wrongful dismissal']","['loss', 'damages', 'compensation', 'fine']",10,100.00,2025-09-15 08:57:58+00:00,2025-09-15 08:57:58+00:00
2503,43219,80,High,"['fraud', 'breach', 'business', 'divorce', 'family', 'property', 'land', 'ownership']",672708.00,1690.22,High,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Family Law', 'Commercial']","['property dispute', 'fraud']","['debt', 'fine']",10,100.00,2025-09-15 08:57:58+00:00,2025-09-15 08:57:58+00:00
2504,43220,61,High,"['fraud', 'contract', 'breach', 'business', 'commercial', 'family', 'property', 'land', 'ownership']",989305.00,1074.16,High,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Family Law', 'Commercial', 'Employment', 'Constitutional', 'Administrative', 'Tort']","['property dispute', 'fraud', 'wrongful dismissal']","['loss', 'payment', 'damages', 'mortgage', 'profit', 'loan', 'fine', 'debt']",10,100.00,2025-09-15 08:57:58+00:00,2025-09-15 08:57:58+00:00
2505,43221,10,Low,"['breach', 'family']",20638.50,112.17,Medium,Constitutional,"['Contract Dispute', 'Constitutional', 'Administrative']",[],['fine'],10,0.00,2025-09-15 08:57:59+00:00,2025-09-15 08:57:59+00:00
2506,43223,35,Medium,"['criminal', 'misappropriation', 'contract', 'commercial', 'custody', 'family', 'property', 'land']",14100.00,100.71,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Administrative']",[],['investment'],5,100.00,2025-09-15 08:57:59+00:00,2025-09-15 08:57:59+00:00
2507,43225,60,High,"['criminal', 'breach', 'family', 'property', 'land', 'boundary', 'ownership', 'violence', 'business']",79575.00,72.28,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Employment', 'Constitutional', 'Administrative']",['property dispute'],"['damages', 'fine', 'penalty', 'compensation', 'settlement']",10,100.00,2025-09-15 08:57:59+00:00,2025-09-15 08:57:59+00:00
2508,43226,10,Low,"['contract', 'business', 'land']",433121.80,2353.92,High,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial']",[],"['refund', 'debt', 'payment', 'loan']",4,0.00,2025-09-15 08:57:59+00:00,2025-09-15 08:57:59+00:00
2509,43227,67,High,"['fraud', 'contract', 'breach', 'business', 'property', 'land']",141997.34,124.45,High,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial', 'Tort', 'Constitutional']","['defamation', 'property dispute', 'fraud']","['refund', 'debt', 'damages', 'mortgage']",10,100.00,2025-09-15 08:57:59+00:00,2025-09-15 08:57:59+00:00
2510,43229,21,Medium,"['business', 'family', 'property', 'land', 'ownership']",21287.00,154.25,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Employment', 'Tort']",['negligence'],"['loss', 'payment', 'damages', 'profit', 'debt']",10,50.00,2025-09-15 08:58:00+00:00,2025-09-15 08:58:00+00:00
2511,43231,20,Medium,"['family', 'property', 'land']",283684.00,6167.04,High,Property Dispute,['Property Dispute'],['property dispute'],"['refund', 'debt', 'payment']",10,100.00,2025-09-15 08:58:00+00:00,2025-09-15 08:58:00+00:00
2512,43232,20,Medium,"['criminal', 'custody', 'property', 'land']",12709.00,84.73,Medium,Property Dispute,"['Property Dispute', 'Family Law', 'Commercial', 'Employment']",[],['fine'],5,100.00,2025-09-15 08:58:00+00:00,2025-09-15 08:58:00+00:00
2513,43233,0,Low,[],2694.00,96.21,Low,Unknown,[],[],[],4,100.00,2025-09-15 08:58:00+00:00,2025-09-15 08:58:00+00:00
2514,43235,42,Medium,"['business', 'family', 'property', 'land', 'boundary', 'ownership']",41956.00,258.99,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Employment', 'Constitutional', 'Administrative']",['property dispute'],"['loss', 'payment', 'compensation', 'fine']",10,100.00,2025-09-15 08:58:00+00:00,2025-09-15 08:58:00+00:00
2515,43239,53,High,"['fraud', 'contract', 'breach', 'business', 'commercial', 'family', 'land', 'property']",36852.10,110.34,Medium,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial', 'Employment', 'Constitutional', 'Administrative']","['harassment', 'fraud', 'wrongful dismissal']","['loss', 'payment', 'damages', 'compensation']",10,50.00,2025-09-15 08:58:01+00:00,2025-09-15 08:58:01+00:00
