id,name,registry_name,court_type,region,location,address,city,district,latitude,longitude,google_place_id,area_coverage,contact_phone,contact_email,website,court_picture_url,additional_images,operating_hours,is_active,is_verified,created_at,updated_at,created_by,updated_by,search_count,last_searched,notes,status
222,Nsawam Circuit Court,,Circuit Court,Eastern,Nsawam,"Nsawam Circuit Court, Nsawam, Eastern",,,6.307551,-0.213865,,Jurisdiction covers Nsawam and surrounding areas,+233 473 343 525,nsawam.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Nsawam, Eastern region",ACTIVE
224,Akim Swedru Circuit Court,,Circuit Court,Eastern,Akim Swedru,"Akim Swedru Circuit Court, Akim Swedru, Eastern",,,5.660041,0.022322,,Jurisdiction covers Akim Swedru and surrounding areas,+233 600 926 871,akimswedru.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Akim Swedru, Eastern region",ACTIVE
226,Suhum Circuit Court,,Circuit Court,Eastern,Suhum,"Suhum Circuit Court, Suhum, Eastern",,,5.911005,-0.35055,,Jurisdiction covers Suhum and surrounding areas,+233 856 615 185,suhum.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Suhum, Eastern region",ACTIVE
228,Nkwatia Circuit Court,,Circuit Court,Eastern,Nkwatia,"Nkwatia Circuit Court, Nkwatia, Eastern",,,6.499445,-0.669871,,Jurisdiction covers Nkwatia and surrounding areas,+233 630 483 364,nkwatia.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Nkwatia, Eastern region",ACTIVE
230,Koforidua District Court – A,,District Court,Eastern,Koforidua,"Koforidua District Court – A, Koforidua, Eastern",,,6.535352,-0.667238,,Jurisdiction covers Koforidua and surrounding areas,+233 698 758 720,koforidua.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Koforidua, Eastern region",ACTIVE
232,New Tafo District Court,,District Court,Eastern,New Tafo,"New Tafo District Court, New Tafo, Eastern",,,6.22828,-0.407029,,Jurisdiction covers New Tafo and surrounding areas,+233 414 529 359,newtafo.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in New Tafo, Eastern region",ACTIVE
234,Akim Oda District Court,,District Court,Eastern,Akim Oda,"Akim Oda District Court, Akim Oda, Eastern",,,6.102299,-0.496661,,Jurisdiction covers Akim Oda and surrounding areas,+233 356 656 701,akimoda.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Akim Oda, Eastern region",ACTIVE
236,Asamankese District Court,,District Court,Eastern,Asamankese,"Asamankese District Court, Asamankese, Eastern",,,6.005795,0.197498,,Jurisdiction covers Asamankese and surrounding areas,+233 510 480 304,asamankese.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Asamankese, Eastern region",ACTIVE
238,Begoro District Court,,District Court,Eastern,Begoro,"Begoro District Court, Begoro, Eastern",,,5.751012,-0.143496,,Jurisdiction covers Begoro and surrounding areas,+233 622 481 436,begoro.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Begoro, Eastern region",ACTIVE
239,Donkorkrom District Court,,District Court,Eastern,Donkorkrom,"Donkorkrom District Court, Donkorkrom, Eastern",,,6.37891,-0.309228,,Jurisdiction covers Donkorkrom and surrounding areas,+233 559 203 491,donkorkrom.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Donkorkrom, Eastern region",ACTIVE
241,Kibi District Court,,District Court,Eastern,Kibi,"Kibi District Court, Kibi, Eastern",,,6.165612,-0.028464,,Jurisdiction covers Kibi and surrounding areas,+233 738 706 797,kibi.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Kibi, Eastern region",ACTIVE
243,Mampong Akwapim District Court,,District Court,Eastern,Mampong Akwapim,"Mampong Akwapim District Court, Mampong Akwapim, Eastern",,,6.171458,0.158725,,Jurisdiction covers Mampong Akwapim and surrounding areas,+233 975 789 245,mampongakwapim.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Mampong Akwapim, Eastern region",ACTIVE
245,Nsawam District Court,,District Court,Eastern,Nsawam,"Nsawam District Court, Nsawam, Eastern",,,6.184488,-0.419144,,Jurisdiction covers Nsawam and surrounding areas,+233 931 522 281,nsawam.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Nsawam, Eastern region",ACTIVE
247,Somanya District Court,,District Court,Eastern,Somanya,"Somanya District Court, Somanya, Eastern",,,6.079644,-0.118983,,Jurisdiction covers Somanya and surrounding areas,+233 544 933 670,somanya.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Somanya, Eastern region",ACTIVE
249,New Abirem District Court,,District Court,Eastern,New Abirem,"New Abirem District Court, New Abirem, Eastern",,,6.539997,-0.011445,,Jurisdiction covers New Abirem and surrounding areas,+233 849 768 723,newabirem.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in New Abirem, Eastern region",ACTIVE
251,Osino District Court,,District Court,Eastern,Osino,"Osino District Court, Osino, Eastern",,,6.443198,-0.722012,,Jurisdiction covers Osino and surrounding areas,+233 889 427 467,osino.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Osino, Eastern region",ACTIVE
253,Akwatia District Court,,District Court,Eastern,Akwatia,"Akwatia District Court, Akwatia, Eastern",,,6.429118,-0.650055,,Jurisdiction covers Akwatia and surrounding areas,+233 223 455 666,akwatia.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Akwatia, Eastern region",ACTIVE
255,nd Court,,Unknown,Ashanti,La,"nd Court, La, Ashanti",,,6.634258,-1.499182,,Jurisdiction covers La and surrounding areas,+233 240 284 959,la.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in La, Ashanti region",ACTIVE
257,Criminal & General,,Unknown,Ashanti,Unknown,"Criminal & General, Unknown, Ashanti",,,6.544695,-1.261115,,Jurisdiction covers Unknown and surrounding areas,+233 673 238 557,unknown.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Unknown, Ashanti region",ACTIVE
259,General Jurisdiction-6,,Unknown,Ashanti,Unknown,"General Jurisdiction-6, Unknown, Ashanti",,,6.772899,-1.672034,,Jurisdiction covers Unknown and surrounding areas,+233 335 434 453,unknown.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Unknown, Ashanti region",ACTIVE
261,Human Rights,,Unknown,Ashanti,Labour,"Human Rights, Labour, Ashanti",,,6.659114,-1.595276,,Jurisdiction covers Labour and surrounding areas,+233 548 393 883,labour.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Labour, Ashanti region",ACTIVE
240,Kade District Court,,District Court,Eastern,Kade,"Kade District Court, Kade, Eastern",,,5.911069,-0.521643,,Jurisdiction covers Kade and surrounding areas,+233 661 945 419,kade.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Kade, Eastern region",ACTIVE
242,Kwabeng District Court,,District Court,Eastern,Kwabeng,"Kwabeng District Court, Kwabeng, Eastern",,,6.457072,-0.13345,,Jurisdiction covers Kwabeng and surrounding areas,+233 542 523 312,kwabeng.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Kwabeng, Eastern region",ACTIVE
244,Nkawkaw District Court,,District Court,Eastern,Nkawkaw,"Nkawkaw District Court, Nkawkaw, Eastern",,,6.576305,0.066532,,Jurisdiction covers Nkawkaw and surrounding areas,+233 960 716 212,nkawkaw.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Nkawkaw, Eastern region",ACTIVE
246,Senchi District Court,,District Court,Eastern,Senchi,"Senchi District Court, Senchi, Eastern",,,6.120904,0.005569,,Jurisdiction covers Senchi and surrounding areas,+233 659 553 558,senchi.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Senchi, Eastern region",ACTIVE
248,Suhum District Court,,District Court,Eastern,Suhum,"Suhum District Court, Suhum, Eastern",,,5.708928,-0.035008,,Jurisdiction covers Suhum and surrounding areas,+233 458 528 263,suhum.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Suhum, Eastern region",ACTIVE
250,Aburi District Court,,District Court,Eastern,Aburi,"Aburi District Court, Aburi, Eastern",,,5.619743,-0.680235,,Jurisdiction covers Aburi and surrounding areas,+233 899 497 776,aburi.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Aburi, Eastern region",ACTIVE
252,Kraboa Coaltar District Court,,District Court,Eastern,Kraboa Coaltar,"Kraboa Coaltar District Court, Kraboa Coaltar, Eastern",,,5.710295,-0.40281,,Jurisdiction covers Kraboa Coaltar and surrounding areas,+233 401 350 636,kraboacoaltar.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Kraboa Coaltar, Eastern region",ACTIVE
254,Kumasi High Court,,High Court,Ashanti,General,"Kumasi High Court Complex, Adum, Kumasi",,,6.6885,-1.6244,,Jurisdiction covers General and surrounding areas,+233 322 020 123,kumasi.highcourt@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in General, Ashanti region",ACTIVE
256,Criminal & Financial Crime,,Unknown,Ashanti,Unknown,"Criminal & Financial Crime, Unknown, Ashanti",,,6.485301,-1.915369,,Jurisdiction covers Unknown and surrounding areas,+233 746 220 727,unknown.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Unknown, Ashanti region",ACTIVE
258,General Jurisdiction-5,,Unknown,Ashanti,Unknown,"General Jurisdiction-5, Unknown, Ashanti",,,6.345541,-1.407322,,Jurisdiction covers Unknown and surrounding areas,+233 276 656 262,unknown.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Unknown, Ashanti region",ACTIVE
260,General Jurisdiction-7,,Unknown,Ashanti,Unknown,"General Jurisdiction-7, Unknown, Ashanti",,,6.286285,-1.816239,,Jurisdiction covers Unknown and surrounding areas,+233 535 720 145,unknown.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Unknown, Ashanti region",ACTIVE
262,Commercial Court,,Unknown,Ashanti,Unknown,"Commercial Court, Unknown, Ashanti",,,6.658012,-1.332155,,Jurisdiction covers Unknown and surrounding areas,+233 992 231 363,unknown.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Unknown, Ashanti region",ACTIVE
263,Mampong High Court,,High Court,Ashanti,Mampong,"Mampong High Court, Mampong, Ashanti",,,7.0667,-1.4,,Jurisdiction covers Mampong and surrounding areas,+233 322 040 123,mampong.highcourt@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Mampong, Ashanti region",ACTIVE
